"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03722V04470","Type of Buyer","C03789V04537","Local Authority Area","UNIT","VALUE"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","280"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","250"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","2370"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","300"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","560"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","610"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","520"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","930"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","130","Buyer with Mortgage","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","670"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","IE0","Ireland","Number","16270"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","460"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","470"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","350"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","1410"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","190"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1560"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","810"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","730"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","750"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","520"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","320"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","530"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","240"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","670"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","210"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","440"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","710"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","260"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","250"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","500"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","140"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","590"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","210"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","390"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","490"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","410"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","580"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","580"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","330"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","420"
"CRP08C1","Volume of Sales","2018","2018","02","Executions","140","Buyer without Mortgage","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","760"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","IE0","Ireland","Number","45280"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","1010"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","1010"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","610"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","3980"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","440"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","5360"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2540"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","1170"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","3650"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","1310"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","760"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","2520"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","640"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","1200"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","340"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","1210"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","1750"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","340"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","710"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","2300"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","280"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","1020"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","510"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","610"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","2980"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","700"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","1170"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","1230"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","810"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","1630"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","-","All buyer types","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","1510"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","IE0","Ireland","Number","29290"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","630"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","560"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","310"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","2630"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","240"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","3770"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","1800"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","420"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","2840"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","780"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","460"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","1920"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","390"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","500"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","160"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","780"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","1080"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","120"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","460"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","1810"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","160"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","Number","450"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","300"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","280"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","2440"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","360"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","620"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","680"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","480"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","1140"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","130","Buyer with Mortgage","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","750"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","IE0","Ireland","Number","15990"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","380"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","440"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","310"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","1360"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","200"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1590"
"CRP08C1","Volume of Sales","2019","2019","01","Filings","140","Buyer without Mortgage","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","740"
