"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03721V04469","Transaction Class","C03788V04538","NUTS 3 Region","C03722V04470","Type of Buyer","UNIT","VALUE"
"CRP01C4","Median Income","2016","2016","02","Executions","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","€","48100"
"CRP01C4","Median Income","2016","2016","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","€","36600"
"CRP01C4","Median Income","2016","2016","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","€","33800"
"CRP01C4","Median Income","2016","2016","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","€","37000"
"CRP01C4","Median Income","2016","2016","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","€","31600"
"CRP01C4","Median Income","2016","2016","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","€","31700"
"CRP01C4","Median Income","2016","2016","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","€","31600"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","IE0","Ireland","-","All buyer types","€","76800"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","IE0","Ireland","110","Buyer with child/children","€","83200"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","IE0","Ireland","120","Buyer without child/children","€","71100"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","€","54900"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","€","61500"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","€","48000"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","€","65400"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","€","72000"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","€","58600"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","€","70500"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","€","78600"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","€","62100"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","€","62800"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","€","68100"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","€","56700"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","€","76000"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","€","81100"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","€","71200"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","€","92600"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","€","100800"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","€","85500"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","€","75400"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","€","81000"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","€","69300"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","€","58800"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","€","62700"
"CRP01C4","Median Income","2016","2016","02","Executions","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","€","55300"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","IE0","Ireland","-","All buyer types","€","62100"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","IE0","Ireland","110","Buyer with child/children","€","77900"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","IE0","Ireland","120","Buyer without child/children","€","53700"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","€","45600"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","€","59300"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","€","38900"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","€","52800"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","€","63700"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","€","46400"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","€","52700"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","€","68000"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","€","43900"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","€","48100"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","€","63200"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","€","40800"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","€","60300"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","€","74600"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","€","53200"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","€","79300"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","€","96600"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","€","69800"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","€","62900"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","€","77900"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","€","54000"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","€","47200"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","€","61200"
"CRP01C4","Median Income","2017","2017","01","Filings","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","€","40400"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","IE0","Ireland","-","All buyer types","€","38500"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","IE0","Ireland","110","Buyer with child/children","€","35100"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","IE0","Ireland","120","Buyer without child/children","€","39100"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","€","30800"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","€","30200"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","€","30900"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","€","34800"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","€","31400"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","€","35200"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","€","34500"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","€","32700"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","€","34800"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","€","33300"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","€","33800"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","€","33200"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","€","38700"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","€","35000"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","€","39300"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","€","49800"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","€","41500"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","€","50700"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","€","37500"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","€","35100"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","€","38300"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","€","32200"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","€","32100"
"CRP01C4","Median Income","2017","2017","01","Filings","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","€","32200"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","IE0","Ireland","-","All buyer types","€","78700"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","IE0","Ireland","110","Buyer with child/children","€","84500"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","IE0","Ireland","120","Buyer without child/children","€","73300"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","€","60800"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","€","63300"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","€","57100"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","€","69500"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","€","72600"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","€","67700"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","€","70600"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","€","74500"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","€","64400"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","€","62500"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","€","68000"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","€","56000"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","€","75600"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","€","82000"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","€","71300"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","€","94500"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","€","102700"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","€","88300"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","€","77000"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","€","82900"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","€","71000"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","€","61100"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","€","66300"
"CRP01C4","Median Income","2017","2017","01","Filings","120","Joint transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","€","54500"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","IE0","Ireland","-","All buyer types","€","62700"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","IE0","Ireland","110","Buyer with child/children","€","78200"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","IE0","Ireland","120","Buyer without child/children","€","54200"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","€","45900"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","€","59200"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","€","39600"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","€","53100"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","€","64700"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","€","46400"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","€","52900"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","€","68000"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","€","44800"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","€","48400"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","€","63600"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","€","41500"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","€","60600"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","€","75900"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","€","52800"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","€","79600"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","€","96800"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","€","70300"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","€","63600"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","€","78000"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","€","55000"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","€","47700"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","€","61500"
"CRP01C4","Median Income","2017","2017","02","Executions","-","All Transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","€","40600"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","IE0","Ireland","-","All buyer types","€","38800"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","IE0","Ireland","110","Buyer with child/children","€","35500"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","IE0","Ireland","120","Buyer without child/children","€","39300"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","€","31500"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","110","Buyer with child/children","€","31800"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","120","Buyer without child/children","€","31500"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","All buyer types","€","34400"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","110","Buyer with child/children","€","30800"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","120","Buyer without child/children","€","35100"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","-","All buyer types","€","35100"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","110","Buyer with child/children","€","33900"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid West","120","Buyer without child/children","€","35200"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","-","All buyer types","€","33700"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","110","Buyer with child/children","€","34200"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South East","120","Buyer without child/children","€","33600"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","-","All buyer types","€","38500"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","110","Buyer with child/children","€","35500"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","604546A1-A856-4B9B-AD46-E88B27C27155","South West","120","Buyer without child/children","€","39200"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","All buyer types","€","50000"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","110","Buyer with child/children","€","41400"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","120","Buyer without child/children","€","51000"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","-","All buyer types","€","37500"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","110","Buyer with child/children","€","35100"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid East","120","Buyer without child/children","€","38300"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","-","All buyer types","€","32500"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","110","Buyer with child/children","€","31700"
"CRP01C4","Median Income","2017","2017","02","Executions","110","Sole transactions","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midlands","120","Buyer without child/children","€","32800"
"CRP01C4","Median Income","2017","2017","02","Executions","120","Joint transactions","IE0","Ireland","-","All buyer types","€","79100"
"CRP01C4","Median Income","2017","2017","02","Executions","120","Joint transactions","IE0","Ireland","110","Buyer with child/children","€","84700"
"CRP01C4","Median Income","2017","2017","02","Executions","120","Joint transactions","IE0","Ireland","120","Buyer without child/children","€","73900"
"CRP01C4","Median Income","2017","2017","02","Executions","120","Joint transactions","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","All buyer types","€","60700"
